Loan_ID,Gender,Married,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN02849,Female,Yes,3+,13033,1476,666,240,1.0,Semiurban,Y
LN02850,Male,No,0,18456,11880,82,120,1.0,Urban,N
LN02851,Female,Yes,2,9191,12054,541,180,1.0,Rural,N
LN02852,Female,Yes,0,1964,1061,54,360,0.0,Urban,N
LN02853,Female,No,1,2100,12137,516,240,1.0,Semiurban,N
LN02854,Female,No,1,8023,8922,640,360,0.0,Rural,Y
LN02855,Female,Yes,1,11628,14556,674,360,0.0,Urban,Y
LN02856,Female,Yes,0,6501,4389,496,180,1.0,Semiurban,N
LN02857,Male,No,2,23486,2228,628,120,0.0,Rural,Y
LN02858,Male,No,0,5195,7150,436,240,1.0,Rural,N
LN02859,Female,No,1,12681,4797,257,240,1.0,Rural,Y
LN02860,Female,Yes,3+,15287,2382,610,240,0.0,Semiurban,N
LN02861,Male,No,0,19510,2391,183,180,1.0,Semiurban,N
LN02862,Female,No,3+,3686,2487,399,180,0.0,Semiurban,N
LN02863,Male,Yes,2,14681,10901,242,360,0.0,Urban,N
LN02864,Male,Yes,1,9873,12100,57,120,0.0,Semiurban,N
LN02865,Male,Yes,0,19500,10988,639,360,0.0,Semiurban,N
LN02866,Male,Yes,0,17649,13955,415,120,0.0,Urban,Y
LN02867,Male,No,3+,18014,10038,222,120,0.0,Semiurban,Y
LN02868,Female,No,2,21410,3387,184,360,0.0,Semiurban,Y
LN02869,Female,Yes,2,3146,3739,196,240,1.0,Rural,Y
LN02870,Female,Yes,1,14981,10922,535,360,1.0,Rural,Y
LN02871,Male,No,3+,13281,3922,166,180,0.0,Urban,Y
LN02872,Female,Yes,0,2103,5527,230,180,0.0,Semiurban,Y
LN02873,Female,No,1,17166,14502,427,120,1.0,Rural,N
LN02874,Male,No,0,4565,7970,86,360,1.0,Semiurban,N
LN02875,Female,Yes,0,3544,1996,419,240,0.0,Urban,N
LN02876,Female,Yes,1,8498,3907,386,360,1.0,Urban,Y
LN02877,Male,Yes,0,10209,967,181,240,0.0,Semiurban,N
LN02878,Male,No,3+,6969,7990,382,180,0.0,Urban,N
LN02879,Male,No,2,17469,3252,195,120,1.0,Semiurban,Y
LN02880,Male,No,2,10323,14968,560,240,0.0,Urban,Y
LN02881,Male,No,1,21451,9331,508,240,0.0,Semiurban,N
LN02882,Male,Yes,0,21815,7794,357,120,1.0,Urban,N
LN02883,Male,Yes,3+,2118,3279,175,120,1.0,Semiurban,Y
LN02884,Male,Yes,0,24474,10596,131,120,1.0,Semiurban,N
LN02885,Male,No,1,18759,3945,595,360,0.0,Urban,Y
LN02886,Male,No,2,17892,12283,622,180,1.0,Semiurban,N
LN02887,Male,Yes,2,15415,12329,534,240,1.0,Semiurban,Y
LN02888,Male,No,2,9824,5398,483,120,0.0,Semiurban,Y
LN02889,Female,Yes,0,6429,14327,222,120,0.0,Rural,Y
LN02890,Female,Yes,0,17849,7619,460,180,1.0,Rural,Y
LN02891,Female,No,2,10122,2302,489,180,0.0,Urban,Y
LN02892,Female,No,2,9457,7517,504,360,0.0,Urban,N
LN02893,Male,Yes,2,20339,9225,246,360,0.0,Rural,Y
LN02894,Male,No,3+,24751,14908,615,360,0.0,Semiurban,N
LN02895,Female,No,1,15120,10871,553,120,0.0,Semiurban,Y
LN02896,Male,Yes,2,9864,12002,80,240,0.0,Semiurban,Y
LN02897,Female,Yes,1,22297,12173,345,120,0.0,Semiurban,Y
LN02898,Female,No,2,7977,6867,563,180,0.0,Urban,N
LN02899,Female,No,3+,12386,14104,462,360,0.0,Semiurban,N
LN02900,Male,Yes,1,8134,53,53,120,0.0,Semiurban,Y
LN02901,Male,Yes,2,13095,12012,303,360,0.0,Rural,N
LN02902,Female,Yes,0,11634,6540,521,360,1.0,Semiurban,N
LN02903,Female,No,1,7786,6057,256,240,1.0,Rural,Y
LN02904,Male,No,1,15652,13975,522,240,0.0,Urban,N
LN02905,Female,No,1,24949,2794,576,120,1.0,Urban,Y
LN02906,Female,Yes,3+,19737,14650,52,360,1.0,Rural,N
LN02907,Female,No,1,4939,12442,471,120,1.0,Semiurban,Y
LN02908,Male,Yes,1,9696,8807,615,120,0.0,Rural,Y
LN02909,Female,No,3+,2570,8159,174,240,0.0,Urban,Y
LN02910,Male,Yes,1,23559,10092,256,120,1.0,Rural,Y
LN02911,Female,Yes,1,21258,6310,315,120,0.0,Semiurban,N
LN02912,Male,Yes,0,5151,14659,284,360,0.0,Urban,N
LN02913,Female,Yes,1,10031,1291,652,240,1.0,Semiurban,N
LN02914,Male,No,3+,10527,4011,678,360,0.0,Rural,N
LN02915,Male,Yes,2,11021,9476,531,240,1.0,Rural,N
LN02916,Male,No,3+,24526,7497,270,120,1.0,Semiurban,N
LN02917,Male,Yes,3+,3606,8376,348,360,0.0,Rural,N
LN02918,Male,Yes,1,5019,5117,314,120,0.0,Rural,N
LN02919,Male,No,2,9469,4969,531,120,0.0,Semiurban,Y
LN02920,Female,No,0,3742,14644,605,180,0.0,Urban,N
LN02921,Female,Yes,3+,13559,6362,596,180,0.0,Urban,Y
LN02922,Male,Yes,2,15322,11677,381,240,1.0,Urban,N
LN02923,Female,No,0,2682,12205,463,240,0.0,Urban,N
LN02924,Female,Yes,3+,5092,11100,539,120,1.0,Semiurban,Y
LN02925,Male,Yes,2,5161,4059,172,180,0.0,Semiurban,N
LN02926,Male,Yes,0,2257,10560,120,360,0.0,Urban,N
LN02927,Female,No,1,19935,11703,138,360,1.0,Urban,N
LN02928,Female,Yes,0,4279,12810,381,120,1.0,Rural,N
LN02929,Female,No,1,5254,8407,541,240,0.0,Urban,N
LN02930,Female,Yes,3+,8030,11803,394,240,0.0,Semiurban,Y
LN02931,Female,No,2,4601,14288,205,120,1.0,Urban,N
LN02932,Female,No,2,15994,4766,578,240,0.0,Semiurban,Y
LN02933,Male,Yes,2,22544,1391,176,180,0.0,Rural,N
LN02934,Male,No,1,24860,4815,535,240,0.0,Urban,N
LN02935,Male,Yes,3+,1938,2572,385,120,0.0,Urban,N
LN02936,Female,No,3+,5113,9255,691,120,0.0,Rural,N
LN02937,Male,No,2,24325,12242,689,120,1.0,Semiurban,N
LN02938,Female,Yes,2,22289,6470,648,180,0.0,Rural,N
LN02939,Male,Yes,1,2104,668,696,360,0.0,Rural,Y
LN02940,Female,No,1,23430,14664,344,360,0.0,Urban,N
LN02941,Male,No,2,3909,14288,123,240,1.0,Semiurban,N
LN02942,Female,Yes,1,23476,14685,321,180,1.0,Urban,N
LN02943,Female,Yes,3+,12239,12898,686,180,1.0,Urban,N
LN02944,Male,Yes,3+,12036,7407,222,120,1.0,Urban,N
LN02945,Male,No,3+,6582,1863,608,240,0.0,Rural,N
LN02946,Female,Yes,3+,4893,10123,350,120,1.0,Semiurban,Y
LN02947,Female,No,3+,17317,10546,252,120,1.0,Rural,N
LN02948,Male,Yes,3+,1504,565,303,120,1.0,Rural,Y
LN02949,Female,No,0,23590,8090,345,360,0.0,Urban,N
LN02950,Female,No,3+,11673,13799,328,120,1.0,Semiurban,Y
LN02951,Male,No,0,9589,8286,418,360,0.0,Rural,N
LN02952,Male,Yes,1,5614,10446,360,240,1.0,Rural,Y
LN02953,Male,Yes,0,15841,525,265,180,0.0,Rural,N
LN02954,Female,Yes,2,20810,4676,483,120,0.0,Urban,Y
LN02955,Female,No,2,1920,7032,343,120,1.0,Rural,Y
LN02956,Male,Yes,3+,3703,7697,655,120,1.0,Rural,Y
LN02957,Female,Yes,0,7390,11922,303,180,1.0,Urban,Y
LN02958,Female,Yes,2,20652,9796,698,180,0.0,Semiurban,Y
LN02959,Female,Yes,3+,19015,8735,62,240,1.0,Urban,N
LN02960,Male,No,2,23242,5376,372,120,1.0,Semiurban,Y
LN02961,Female,Yes,1,9808,1241,259,240,0.0,Urban,N
LN02962,Female,Yes,1,3633,915,618,180,1.0,Urban,N
LN02963,Female,No,1,24893,10098,58,360,0.0,Semiurban,N
LN02964,Female,Yes,0,7294,2971,687,120,1.0,Rural,Y
LN02965,Female,No,0,24989,12878,375,180,0.0,Rural,Y
LN02966,Female,Yes,2,11260,7683,551,360,1.0,Semiurban,Y
LN02967,Female,Yes,0,20657,497,481,120,0.0,Urban,N
LN02968,Male,No,3+,23288,12446,374,240,1.0,Rural,Y
LN02969,Male,No,1,14701,2888,602,240,1.0,Rural,Y
LN02970,Male,Yes,1,22718,4286,460,120,0.0,Semiurban,N
LN02971,Female,No,1,9457,10174,275,180,0.0,Rural,Y
LN02972,Female,Yes,0,16945,13203,621,240,1.0,Rural,N
LN02973,Female,No,2,17336,6106,424,360,1.0,Semiurban,N
LN02974,Male,No,2,23680,2408,183,180,0.0,Rural,Y
LN02975,Male,No,3+,15267,14652,377,360,0.0,Semiurban,Y
LN02976,Male,No,2,10690,38,61,240,0.0,Semiurban,N
LN02977,Female,No,2,15253,9650,668,180,1.0,Semiurban,N
LN02978,Female,No,1,3327,4299,409,240,0.0,Urban,N
LN02979,Male,No,0,5805,2189,451,120,1.0,Semiurban,Y
LN02980,Male,No,1,18922,12851,248,120,0.0,Semiurban,Y
LN02981,Male,Yes,2,22220,11034,343,180,1.0,Rural,Y
LN02982,Female,Yes,3+,3894,4405,342,120,1.0,Urban,N
LN02983,Female,No,1,15310,14864,599,360,0.0,Rural,N
LN02984,Male,Yes,1,3299,11564,258,120,0.0,Rural,N
LN02985,Female,Yes,2,2186,12949,408,120,0.0,Rural,N
LN02986,Male,No,2,21229,4471,176,240,0.0,Rural,Y
LN02987,Female,Yes,1,21656,2820,417,120,0.0,Urban,Y
LN02988,Female,No,0,15217,11268,200,240,1.0,Semiurban,N
LN02989,Male,Yes,3+,14990,14739,105,120,1.0,Semiurban,N
LN02990,Male,Yes,1,23587,8223,206,240,0.0,Rural,N
LN02991,Female,Yes,2,11144,7051,163,120,1.0,Semiurban,Y
LN02992,Female,Yes,0,17758,1644,214,180,0.0,Rural,Y
LN02993,Male,No,0,14558,2281,598,360,0.0,Urban,N
LN02994,Female,Yes,2,20682,10469,586,240,1.0,Rural,Y
LN02995,Male,Yes,2,20907,7013,122,120,1.0,Semiurban,N
LN02996,Male,Yes,0,23327,7287,474,360,1.0,Rural,N
LN02997,Male,No,0,10183,13883,498,120,1.0,Urban,N
LN02998,Male,No,2,3916,5332,585,120,1.0,Urban,N
LN02999,Female,Yes,3+,22412,14971,550,360,0.0,Rural,Y
LN03000,Male,Yes,1,16179,12800,189,120,0.0,Urban,N
LN03001,Female,Yes,2,23998,4443,405,240,1.0,Urban,N
LN03002,Female,No,2,8063,12197,602,120,1.0,Urban,N
LN03003,Female,No,0,5985,13122,364,180,1.0,Semiurban,Y
LN03004,Female,Yes,1,19551,8044,436,120,1.0,Semiurban,Y
LN03005,Male,No,1,4007,5815,284,120,1.0,Urban,Y
LN03006,Male,Yes,0,23749,14518,121,240,1.0,Urban,Y
LN03007,Male,No,1,23031,11329,71,180,1.0,Rural,Y
LN03008,Male,No,2,8539,13967,411,120,1.0,Rural,N
LN03009,Male,No,2,18533,13715,442,360,0.0,Rural,Y
LN03010,Female,No,3+,10232,12585,86,180,0.0,Urban,N
LN03011,Male,No,2,14119,1400,94,120,0.0,Semiurban,N
LN03012,Female,No,1,8213,8115,130,360,0.0,Rural,Y
LN03013,Female,No,3+,21039,12763,276,360,1.0,Rural,Y
LN03014,Male,No,2,6250,4773,466,360,0.0,Urban,N
LN03015,Male,Yes,0,18783,7273,285,240,0.0,Rural,Y
LN03016,Male,No,0,6065,7805,87,120,0.0,Rural,Y
LN03017,Female,Yes,1,24720,14837,452,180,1.0,Urban,Y
LN03018,Male,Yes,0,4919,188,147,360,1.0,Rural,N
LN03019,Male,Yes,0,20700,14762,684,120,0.0,Urban,N
LN03020,Male,No,3+,12752,6126,261,360,1.0,Rural,Y
LN03021,Female,Yes,1,21767,1675,271,180,1.0,Urban,N
LN03022,Female,Yes,1,14396,2936,111,180,1.0,Semiurban,N
LN03023,Female,No,3+,21752,8299,222,180,0.0,Urban,Y
LN03024,Male,Yes,3+,23171,8883,108,360,1.0,Urban,N
LN03025,Male,Yes,3+,20675,9668,144,180,0.0,Rural,N
LN03026,Female,Yes,3+,4698,730,189,240,1.0,Urban,Y
LN03027,Male,Yes,3+,23682,14187,650,180,0.0,Rural,Y
LN03028,Female,Yes,0,6809,1067,471,180,1.0,Semiurban,Y
LN03029,Male,Yes,1,11994,702,606,180,1.0,Urban,Y
LN03030,Male,No,1,18712,3984,306,120,1.0,Rural,Y
LN03031,Male,No,1,13114,12598,77,240,1.0,Rural,N
LN03032,Female,Yes,2,2914,11932,493,360,0.0,Urban,Y
LN03033,Female,No,0,21314,8601,288,120,0.0,Rural,N
LN03034,Female,Yes,0,9689,11822,304,360,0.0,Rural,N
LN03035,Male,Yes,0,19418,2415,268,240,1.0,Rural,N
LN03036,Female,Yes,3+,9376,8747,240,180,0.0,Rural,Y
LN03037,Female,Yes,1,12018,14748,277,120,0.0,Semiurban,Y
LN03038,Male,No,2,12611,9717,683,240,0.0,Rural,N
LN03039,Male,No,2,21625,12540,522,120,0.0,Urban,N
LN03040,Female,No,2,24418,7133,581,120,1.0,Rural,N
LN03041,Female,No,2,19838,11599,420,180,0.0,Rural,N
LN03042,Male,Yes,2,22025,12712,310,360,0.0,Semiurban,N
LN03043,Male,No,0,18956,1924,354,240,0.0,Semiurban,Y
LN03044,Female,Yes,3+,21809,10252,337,120,0.0,Urban,N
LN03045,Female,Yes,3+,16196,11059,326,360,0.0,Semiurban,Y
LN03046,Male,Yes,0,17940,5394,577,120,1.0,Rural,Y
LN03047,Female,No,1,3090,11546,232,360,1.0,Urban,Y
LN03048,Male,No,1,19992,14637,317,360,1.0,Rural,Y
LN03049,Male,Yes,3+,23573,12283,130,360,1.0,Rural,N
LN03050,Female,No,0,14025,1408,661,360,1.0,Rural,N
LN03051,Female,No,0,16489,10208,550,120,1.0,Rural,Y
LN03052,Male,No,3+,16675,8337,304,180,0.0,Urban,N
LN03053,Male,Yes,3+,12934,12482,73,180,1.0,Urban,Y
LN03054,Female,No,1,24391,8235,409,180,1.0,Rural,Y
LN03055,Male,No,0,15683,13959,527,360,0.0,Rural,N
LN03056,Male,Yes,1,23178,2127,90,240,0.0,Urban,Y
LN03057,Male,Yes,0,23979,14820,601,180,0.0,Semiurban,Y
LN03058,Male,No,3+,2996,13013,214,120,0.0,Rural,Y
LN03059,Male,No,0,13562,2481,178,180,1.0,Urban,N
LN03060,Male,Yes,2,11906,11616,579,360,0.0,Rural,Y
LN03061,Female,Yes,2,15024,922,483,180,0.0,Rural,Y
LN03062,Female,Yes,0,12345,12726,593,360,0.0,Rural,N
LN03063,Male,No,2,6979,7350,51,120,1.0,Semiurban,Y
LN03064,Female,Yes,2,11259,11474,548,120,1.0,Semiurban,N
LN03065,Male,Yes,0,14402,14792,286,360,1.0,Semiurban,N
LN03066,Female,No,1,10987,7762,105,360,0.0,Urban,Y
LN03067,Male,Yes,2,4564,6268,597,120,1.0,Rural,N
LN03068,Male,No,2,11336,9297,452,360,0.0,Rural,Y
LN03069,Male,No,3+,18734,4630,170,360,0.0,Urban,N
LN03070,Female,No,0,19544,4014,83,240,0.0,Semiurban,Y
LN03071,Female,Yes,3+,24714,7760,294,360,0.0,Urban,N
LN03072,Female,Yes,1,8571,3761,500,120,0.0,Urban,Y
LN03073,Female,Yes,2,16742,4949,476,120,0.0,Urban,N
LN03074,Female,Yes,1,17811,9764,575,120,0.0,Urban,N
LN03075,Male,Yes,0,2738,8593,90,360,0.0,Rural,Y
LN03076,Female,Yes,0,10802,11256,571,240,1.0,Rural,N
LN03077,Male,No,0,3711,5613,264,120,1.0,Urban,Y
LN03078,Female,No,1,13532,7030,498,240,0.0,Rural,Y
LN03079,Female,Yes,0,14729,13459,579,180,1.0,Urban,N
LN03080,Female,No,2,18815,4137,229,360,1.0,Rural,N
LN03081,Female,No,2,6763,10674,531,240,0.0,Urban,N
LN03082,Female,Yes,1,17021,12514,52,180,1.0,Urban,N
LN03083,Male,No,1,8162,7399,500,180,1.0,Rural,Y
LN03084,Female,Yes,0,13265,8492,189,120,1.0,Semiurban,N
LN03085,Female,Yes,1,9599,13803,510,240,0.0,Semiurban,Y
LN03086,Male,No,3+,23861,6914,696,120,0.0,Urban,N
LN03087,Female,Yes,2,21389,11735,124,120,1.0,Urban,N
LN03088,Female,Yes,2,23479,10105,246,360,1.0,Rural,N
LN03089,Male,No,2,10334,10104,469,120,1.0,Semiurban,N
LN03090,Female,No,2,3053,11245,623,120,1.0,Urban,N
LN03091,Male,No,0,24680,10278,117,360,0.0,Rural,Y
LN03092,Female,Yes,0,11889,14262,543,240,1.0,Semiurban,N
LN03093,Male,Yes,2,2234,3272,667,120,0.0,Urban,Y
LN03094,Female,Yes,1,9864,3692,127,120,0.0,Urban,Y
LN03095,Female,Yes,1,21608,13102,537,120,1.0,Semiurban,Y
LN03096,Male,Yes,0,20575,12824,192,180,0.0,Urban,N
LN03097,Male,No,0,8344,8619,164,360,1.0,Urban,Y
LN03098,Male,No,3+,9524,5440,293,180,0.0,Semiurban,Y
LN03099,Male,Yes,3+,15763,69,382,180,0.0,Rural,Y
LN03100,Male,No,0,17882,5917,189,120,1.0,Urban,N
LN03101,Female,No,0,13533,943,671,240,1.0,Semiurban,Y
LN03102,Female,No,1,16299,3189,617,360,0.0,Urban,Y
LN03103,Female,No,1,21766,12258,661,240,0.0,Semiurban,N
LN03104,Female,Yes,1,6911,7758,634,120,1.0,Rural,Y
LN03105,Female,Yes,3+,7432,12201,364,240,1.0,Rural,Y
LN03106,Female,Yes,3+,5759,11143,502,240,1.0,Semiurban,Y
LN03107,Male,Yes,2,22005,12147,279,360,1.0,Semiurban,Y
LN03108,Female,Yes,2,7945,10171,548,360,0.0,Urban,Y
LN03109,Male,No,2,18333,10016,94,360,1.0,Semiurban,N
LN03110,Female,No,1,5323,12173,277,240,0.0,Semiurban,N
LN03111,Female,Yes,0,4958,6352,216,360,0.0,Rural,Y
LN03112,Female,No,2,20563,14543,390,240,1.0,Urban,Y
LN03113,Female,No,1,9163,11528,685,120,1.0,Rural,N
LN03114,Male,Yes,0,3033,1677,170,180,1.0,Semiurban,Y
LN03115,Female,Yes,1,23871,1906,278,240,1.0,Rural,N
LN03116,Female,Yes,3+,16486,14488,70,120,0.0,Rural,N
LN03117,Male,No,0,18392,6488,399,240,0.0,Semiurban,Y
LN03118,Male,Yes,0,18172,10685,125,360,1.0,Rural,N
LN03119,Male,No,0,7139,8181,334,360,1.0,Rural,Y
LN03120,Female,No,0,5654,10582,183,120,1.0,Rural,N
LN03121,Male,No,3+,21186,9840,268,120,0.0,Rural,N
LN03122,Male,Yes,3+,7513,2309,484,120,1.0,Rural,Y
LN03123,Male,Yes,3+,24636,9025,335,120,0.0,Rural,N
LN03124,Male,No,2,1600,2961,612,360,0.0,Rural,Y
LN03125,Male,Yes,2,5351,13048,628,360,1.0,Urban,N
LN03126,Female,Yes,2,20007,8252,528,120,1.0,Semiurban,N
LN03127,Male,Yes,2,4407,14855,529,240,0.0,Urban,N
LN03128,Female,No,0,17397,6579,113,360,1.0,Rural,N
LN03129,Female,No,2,8734,7797,378,360,0.0,Semiurban,N
LN03130,Male,No,3+,4007,9826,346,360,1.0,Urban,N
LN03131,Male,No,1,10448,16,153,240,0.0,Semiurban,N
LN03132,Female,No,3+,15307,629,201,240,1.0,Semiurban,N
LN03133,Female,Yes,2,1687,3627,139,360,1.0,Semiurban,N
LN03134,Female,No,0,16476,2179,127,120,0.0,Rural,Y
LN03135,Female,Yes,3+,3115,5943,391,180,1.0,Urban,Y
LN03136,Male,No,3+,3281,9154,331,180,0.0,Semiurban,N
LN03137,Female,Yes,2,16595,4303,345,120,0.0,Urban,N
LN03138,Female,Yes,2,21697,8309,454,120,1.0,Rural,N
LN03139,Female,No,1,19017,3205,575,360,0.0,Semiurban,N
LN03140,Male,No,1,14365,1317,302,360,1.0,Semiurban,N
LN03141,Male,No,1,18052,7426,649,180,0.0,Rural,Y
LN03142,Female,No,0,8657,7902,94,180,0.0,Rural,Y
LN03143,Female,No,1,19777,2568,214,180,0.0,Urban,Y
LN03144,Female,Yes,3+,14942,4886,357,360,1.0,Urban,N
LN03145,Female,No,0,7163,10815,79,360,0.0,Rural,N
LN03146,Male,Yes,2,8810,10568,376,240,0.0,Semiurban,Y
LN03147,Female,Yes,1,13583,2425,437,120,0.0,Semiurban,Y
LN03148,Female,No,1,11821,8537,58,240,1.0,Urban,Y
LN03149,Female,Yes,0,1892,428,591,240,1.0,Semiurban,Y
LN03150,Female,No,0,21290,2690,188,120,1.0,Semiurban,Y
LN03151,Female,No,2,12757,7401,102,120,0.0,Rural,N
LN03152,Male,No,2,16856,1117,558,120,0.0,Rural,N
LN03153,Female,No,1,15025,2795,624,240,1.0,Rural,Y
LN03154,Female,Yes,0,7125,3375,282,360,1.0,Semiurban,N
LN03155,Male,No,1,14765,1177,387,360,0.0,Urban,N
LN03156,Male,Yes,1,9598,11002,409,360,0.0,Semiurban,Y
LN03157,Female,Yes,1,22687,5240,222,360,0.0,Semiurban,Y
LN03158,Male,No,0,21310,2529,328,180,1.0,Urban,N
LN03159,Female,No,1,21769,12013,379,180,0.0,Semiurban,N
LN03160,Female,Yes,2,21646,10314,556,360,0.0,Semiurban,Y
LN03161,Female,Yes,2,20393,5496,356,120,1.0,Urban,Y
LN03162,Female,No,3+,17518,3642,234,120,0.0,Urban,N
LN03163,Female,Yes,2,5407,7261,292,360,0.0,Rural,N
LN03164,Female,No,2,16935,9392,624,180,0.0,Urban,N
LN03165,Male,No,3+,12541,13679,228,360,1.0,Rural,Y
LN03166,Female,Yes,1,21752,13282,578,360,1.0,Urban,Y
LN03167,Female,Yes,0,19282,3712,656,360,0.0,Urban,Y
LN03168,Female,Yes,1,9619,1787,592,120,1.0,Semiurban,N
LN03169,Female,Yes,3+,3014,9273,91,240,1.0,Urban,N
LN03170,Male,Yes,1,4593,8730,172,360,1.0,Rural,Y
LN03171,Female,No,1,23529,7385,158,180,0.0,Urban,Y
LN03172,Male,No,2,6768,5779,424,120,1.0,Urban,N
LN03173,Male,Yes,2,20266,3316,654,120,1.0,Urban,N
LN03174,Female,No,0,7306,10359,101,240,0.0,Rural,N
LN03175,Male,Yes,1,14654,5647,663,120,1.0,Rural,Y
LN03176,Female,No,2,21171,3454,273,180,0.0,Rural,Y
LN03177,Male,Yes,3+,5578,5441,179,360,1.0,Urban,Y
LN03178,Female,Yes,3+,19885,27,482,240,1.0,Urban,Y
LN03179,Male,No,2,18223,6861,351,180,0.0,Urban,Y
LN03180,Male,No,3+,14890,3069,658,180,1.0,Urban,N
LN03181,Female,Yes,3+,20630,8198,452,360,1.0,Urban,Y
LN03182,Female,Yes,1,23707,12218,73,240,1.0,Rural,N
LN03183,Female,No,2,10250,8582,90,180,0.0,Semiurban,N
LN03184,Female,Yes,1,17931,11745,620,120,0.0,Rural,N
LN03185,Male,Yes,3+,15010,5985,658,120,0.0,Rural,N
LN03186,Female,No,3+,13962,2173,563,240,1.0,Urban,N
LN03187,Male,No,2,2778,12691,229,360,0.0,Urban,N
LN03188,Female,Yes,0,23651,11083,263,360,0.0,Rural,N
LN03189,Male,No,0,21104,4930,55,240,1.0,Rural,N
LN03190,Female,Yes,2,11430,5742,577,240,0.0,Semiurban,Y
LN03191,Female,No,3+,24950,13192,351,360,0.0,Urban,N
LN03192,Male,No,0,22055,689,521,120,1.0,Rural,N
LN03193,Male,Yes,1,13107,5673,539,360,1.0,Urban,N
LN03194,Male,No,3+,7363,9764,542,120,0.0,Semiurban,N
LN03195,Male,No,1,7706,4572,225,240,1.0,Semiurban,Y
LN03196,Male,No,2,3930,14642,306,120,0.0,Urban,N
LN03197,Male,Yes,2,14345,4941,209,180,1.0,Semiurban,N
LN03198,Female,Yes,1,15417,5353,628,180,1.0,Semiurban,Y
LN03199,Female,Yes,1,17108,1008,411,180,0.0,Semiurban,Y
LN03200,Female,Yes,3+,23505,4562,127,240,0.0,Rural,Y
LN03201,Female,No,0,9098,13373,416,360,0.0,Semiurban,Y
LN03202,Male,No,3+,11655,1721,81,240,0.0,Rural,Y
LN03203,Female,No,3+,7690,12344,225,180,0.0,Urban,N
LN03204,Male,Yes,3+,9292,216,467,120,0.0,Urban,N
LN03205,Male,No,2,12514,1427,327,240,1.0,Rural,Y
LN03206,Female,Yes,0,24987,1268,319,180,0.0,Semiurban,N
LN03207,Female,No,1,5631,5360,420,240,0.0,Urban,N
LN03208,Male,No,2,13834,14088,393,240,0.0,Semiurban,N
LN03209,Male,No,2,3611,8876,196,120,1.0,Rural,Y
LN03210,Female,Yes,1,17048,6948,418,120,1.0,Urban,Y
LN03211,Male,Yes,1,17395,8012,229,180,0.0,Rural,N
LN03212,Female,Yes,2,17778,7492,55,120,0.0,Semiurban,N
LN03213,Female,Yes,0,11275,5896,278,120,1.0,Semiurban,N
LN03214,Male,Yes,3+,8761,3936,109,180,0.0,Urban,Y
LN03215,Female,No,0,6646,2751,696,180,0.0,Rural,Y
LN03216,Female,No,2,17558,11959,111,120,0.0,Semiurban,N
LN03217,Female,No,3+,6958,10906,373,240,0.0,Semiurban,Y
LN03218,Male,Yes,2,14857,13153,91,240,1.0,Semiurban,N
LN03219,Male,Yes,3+,16864,9341,178,120,1.0,Semiurban,Y
LN03220,Female,Yes,0,3479,14538,552,240,0.0,Semiurban,Y
LN03221,Male,No,3+,14183,1778,660,180,1.0,Rural,Y
LN03222,Male,No,3+,4054,12052,239,360,1.0,Urban,Y
LN03223,Female,Yes,1,13216,11746,404,360,1.0,Rural,Y
LN03224,Male,Yes,2,13934,3411,57,120,0.0,Rural,N
LN03225,Male,No,2,24422,13137,256,120,1.0,Urban,Y
LN03226,Male,No,2,18023,3999,79,240,1.0,Semiurban,Y
LN03227,Female,No,2,2257,1991,453,360,1.0,Urban,Y
LN03228,Male,Yes,1,17026,5502,601,180,1.0,Rural,Y
LN03229,Male,No,0,19381,11331,611,360,1.0,Urban,Y
LN03230,Male,No,1,22112,4451,115,240,0.0,Semiurban,N
LN03231,Female,Yes,0,24897,11592,341,180,1.0,Urban,Y
LN03232,Female,Yes,3+,22054,6986,625,180,0.0,Semiurban,Y
LN03233,Female,No,2,14318,9209,158,240,0.0,Urban,N
LN03234,Female,No,0,10775,12894,500,120,1.0,Semiurban,Y
LN03235,Female,No,1,17626,4035,484,360,1.0,Rural,Y
LN03236,Male,No,0,24723,721,607,240,0.0,Semiurban,Y
LN03237,Male,No,0,19797,3093,432,180,1.0,Semiurban,Y
LN03238,Female,Yes,2,6533,9859,66,180,1.0,Rural,N
LN03239,Female,No,3+,16787,12614,577,120,0.0,Urban,N
LN03240,Male,No,3+,6669,1461,281,120,1.0,Rural,Y
LN03241,Male,Yes,3+,23923,1862,632,240,1.0,Semiurban,N
LN03242,Female,Yes,0,9366,12518,77,360,0.0,Urban,N
LN03243,Male,Yes,3+,23992,13660,667,180,0.0,Semiurban,N
LN03244,Male,Yes,3+,14413,14025,566,120,0.0,Rural,Y
LN03245,Male,No,3+,17516,1004,432,180,0.0,Rural,Y
LN03246,Female,No,1,5295,10095,236,180,1.0,Semiurban,N
LN03247,Female,Yes,3+,11899,13995,400,240,1.0,Semiurban,N
LN03248,Male,No,1,20918,335,625,180,1.0,Semiurban,N
LN03249,Female,No,3+,11197,12419,679,120,0.0,Rural,N
LN03250,Male,No,0,21880,12536,330,240,0.0,Semiurban,Y
LN03251,Female,No,1,12698,7229,624,180,0.0,Urban,Y
LN03252,Male,Yes,0,17683,10856,232,180,0.0,Rural,Y
LN03253,Male,No,1,13481,12284,528,240,1.0,Rural,N
LN03254,Female,No,2,5399,6096,484,120,1.0,Rural,N
